Format Version,1.23,Take Name,Take 2026-05-07 12.43.55 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-05-07 12.43.55.094 PM,Capture Start Frame,1064082,Total Frames in Take,88467,Total Exported Frames,88467,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
31642,263.683,-12.777499,-41.299068,-9.561287,508.682068,1191.556885,99.739365,178.661621,-5.581907,179.998001,2680.832031,971.350342,1235.060425
31643,263.692,-12.943687,-41.266605,-9.605698,513.982605,1192.557617,101.764168,178.564240,-5.471554,-179.928467,2681.109131,971.239258,1233.011597
31644,263.7,-13.528514,-41.003162,-9.412837,517.782837,1192.599121,102.343964,178.716171,-5.665937,-179.825302,2681.140869,971.311401,1231.328979
31645,263.708,-14.015006,-41.366634,-9.515401,522.588623,1193.230591,102.934692,178.641327,-5.603274,-179.803543,2681.626709,971.376343,1229.716919
31646,263.717,-13.795349,-41.252106,-8.711804,526.372925,1193.172363,103.807953,178.666687,-5.647034,-179.778839,2681.777832,971.265625,1228.080933
31647,263.725,-14.709601,-41.262074,-9.121127,530.739746,1192.936157,102.825844,178.614670,-5.526300,-179.786209,2682.219238,971.434570,1226.235840
31648,263.733,-15.144718,-41.157555,-9.755338,536.130005,1194.035034,105.260712,178.643005,-5.627532,-179.763702,2682.432861,971.491211,1224.182251
31649,263.742,-14.674783,-43.307693,-9.736943,543.326233,1196.733398,105.505508,178.652176,-5.431990,-179.734497,2682.900146,971.530701,1222.200439
31650,263.75,-14.576442,-43.058605,-9.530425,547.427368,1196.392944,106.104248,178.663773,-5.465228,-179.722153,2683.118896,971.517578,1220.311890
31651,263.758,-13.785213,-43.068661,-8.669841,551.389526,1195.650879,107.139214,178.667084,-5.420005,-179.704254,2683.506836,971.393616,1217.945679
31652,263.767,-14.396278,-42.541084,-8.395846,554.747620,1194.909668,109.047745,178.699173,-5.367414,-179.694458,2683.939453,971.358459,1216.090088
31653,263.775,-15.437949,-39.835712,-8.557760,556.211121,1193.612061,109.020020,178.694092,-5.344676,-179.601288,2684.395752,971.296448,1213.505737
31654,263.783,-15.497536,-40.122566,-8.488815,560.439575,1193.217773,110.178810,178.791504,-5.480138,-179.515228,2684.633301,971.218262,1210.928223
31655,263.792,-15.682570,-39.833164,-8.483072,564.646423,1193.807739,110.349907,178.794998,-5.446712,-179.410492,2685.215332,971.199036,1208.615234
31656,263.8,-13.000945,-40.727238,-4.055315,574.187805,1195.205200,114.413078,178.801178,-5.422687,-179.327118,2685.742676,971.266968,1206.370117
31657,263.808,-16.045689,-39.672958,-4.110982,578.066956,1196.907593,119.142311,178.822418,-5.390607,-179.317978,2686.302002,971.113708,1204.428345
31658,263.817,-17.337572,-40.639278,-2.477251,581.905823,1199.340942,123.100266,178.744797,-5.205370,-179.280731,2687.097168,971.343994,1202.037598
31659,263.825,-18.060783,-41.004894,-1.587047,586.693176,1199.291748,125.446053,178.693665,-5.122670,-179.383057,2688.019531,971.463745,1200.250366
31660,263.833,-18.004522,-41.038914,-0.359987,590.916992,1199.282715,129.828735,178.855118,-5.718235,-178.995392,2687.493652,970.349304,1195.598511
31661,263.842,-17.609535,-40.151272,0.085881,598.276245,1195.627075,130.178314,178.765900,-5.604204,-179.018112,2688.526123,970.451416,1194.080078
31662,263.85,-17.986656,-39.822746,0.490988,604.046570,1195.805298,131.385910,178.767670,-5.669107,-178.884552,2689.070312,970.165222,1191.585083
31663,263.858,-18.872881,-39.670086,0.569628,610.673096,1194.273560,133.424332,178.969803,-5.896772,-178.689835,2689.205566,970.411926,1189.605957
31664,263.867,-19.007805,-40.341160,0.870245,614.116028,1195.191040,134.591583,179.057938,-6.037227,-178.523438,2689.661621,970.641113,1187.330200
31665,263.875,-17.329397,-39.207165,2.253641,620.413513,1191.912720,139.039673,178.721359,-5.908278,-178.760895,2691.063721,970.645325,1187.072510
31666,263.883,-17.615965,-39.308731,2.699068,624.261719,1193.130981,139.270599,179.002014,-6.105748,-178.486938,2691.079834,970.820435,1183.131348
31667,263.892,-18.066315,-39.476112,2.595872,629.088623,1192.744019,140.760986,178.549057,-5.968818,-178.624252,2691.919434,969.967957,1180.735229
31668,263.9,-19.754354,-38.556839,1.953798,635.593811,1192.523193,136.959488,178.579178,-5.782517,-178.576340,2692.668213,969.876099,1178.315186
31669,263.908,-19.459507,-38.270706,2.125323,639.974792,1191.895020,137.774200,179.077499,-5.919250,-178.311462,2692.823242,970.793396,1175.711792
31670,263.917,-19.152414,-38.575054,2.615584,643.485229,1192.630127,138.728546,178.454071,-5.756848,-178.479355,2693.821533,970.025391,1173.719238
31671,263.925,-19.364954,-38.680016,2.799326,646.516479,1193.421387,139.420303,178.519409,-5.836769,-178.315842,2694.149902,969.832336,1171.029541
31672,263.933,-18.276754,-39.036839,2.837756,650.435425,1191.153687,139.548630,178.366440,-5.924396,-178.322205,2694.761963,969.578430,1168.965576
31673,263.942,-18.290701,-39.037651,2.702327,654.204346,1190.679688,140.780991,178.295044,-5.995623,-178.176651,2695.285889,969.486145,1166.514893
31674,263.95,-18.896667,-38.967926,2.535514,657.691711,1192.636353,141.034012,178.257751,-5.974752,-178.053787,2696.032715,969.326050,1164.781494
31675,263.958,-19.665190,-39.038631,2.331623,660.938477,1194.637573,141.728867,178.154953,-5.895774,-178.037323,2696.668213,969.197510,1162.524902
31676,263.967,-19.281363,-39.177452,1.874635,665.066284,1193.533325,142.723038,178.027512,-5.821727,-178.027405,2697.402832,968.827942,1160.904053
31677,263.975,-20.545189,-39.616802,1.973062,667.936829,1196.441895,141.929382,177.943817,-5.697581,-178.040268,2698.002441,968.826477,1158.917236
31678,263.983,-19.356733,-39.204540,1.748448,672.590271,1195.386475,144.148193,178.644135,-6.110214,-177.699615,2697.847168,969.671265,1156.814209
31679,263.992,-19.003569,-39.037586,1.347823,676.882385,1193.929321,145.269836,178.992157,-6.506519,-177.476257,2697.266602,970.171875,1154.326172
31680,264.0,-19.169575,-39.048882,1.077528,680.838989,1194.489502,145.788605,178.300247,-5.994109,-177.759644,2699.094238,969.513184,1153.940186
31681,264.008,-19.119034,-39.271503,0.818424,685.515686,1194.719116,146.230118,177.752991,-5.628950,-178.047394,2700.508057,969.550293,1154.416382
31682,264.017,-21.163498,-38.634960,0.688454,690.569275,1199.224976,145.694122,177.952927,-5.684507,-177.865707,2700.463623,969.615906,1151.985718
31683,264.025,-19.332556,-38.379532,0.815491,695.623962,1196.167236,148.651184,177.769684,-5.544055,-177.912720,2701.443848,969.607788,1151.107788
31684,264.033,-18.840948,-38.124435,1.027514,698.980896,1196.469971,150.686172,177.762100,-5.716346,-177.685883,2701.138428,969.062500,1148.122681
31685,264.042,-18.816654,-40.095490,-2.481269,699.376831,1195.244629,149.430511,177.448654,-5.601067,-177.739273,2702.069336,968.785706,1147.052979
31686,264.05,-18.812927,-40.886639,-3.742480,700.416504,1196.898926,150.154404,177.232849,-5.568219,-177.799728,2702.613037,968.666199,1145.855347
31687,264.058,-18.623608,-41.211018,-6.490535,703.549683,1195.762695,148.711227,177.088013,-5.396823,-177.708466,2702.959717,968.180847,1144.272217
31688,264.067,-19.850256,-40.753124,-5.726215,707.960632,1199.181030,148.780884,176.981979,-5.426212,-177.849289,2703.587891,968.519348,1142.690186
31689,264.075,-19.022243,-40.956547,-6.941019,711.286621,1197.620117,149.884003,176.857239,-5.300089,-177.725967,2703.702637,968.021790,1141.060425
31690,264.083,-18.927450,-41.394222,-8.430167,715.673706,1197.488037,149.617142,176.740265,-5.129933,-177.728195,2704.034912,968.200562,1139.971436
31691,264.092,-18.882086,-41.661076,-9.314806,719.315674,1197.621826,149.677124,176.876694,-5.385303,-177.679657,2704.237549,968.120300,1137.618896
31692,264.1,-18.348955,-41.079838,-9.470699,722.266724,1199.813965,150.076599,176.762589,-5.432067,-177.661057,2704.410889,967.858643,1136.098755
31693,264.108,-18.365980,-40.660168,-10.083103,725.914612,1200.816040,150.960922,176.511383,-5.373297,-177.632538,2704.526611,967.506592,1135.317505
31694,264.117,-17.293106,-40.873913,-9.263181,727.974548,1201.695312,151.885971,176.480530,-5.372029,-177.703812,2704.776367,967.866272,1133.749390
31695,264.125,-18.010586,-41.333923,-9.904994,732.495850,1201.148071,153.025253,176.291580,-5.315517,-177.703003,2704.791016,967.516235,1133.055542
31696,264.133,-17.376627,-40.946770,-9.426468,735.434387,1202.445557,154.242599,176.151230,-5.196025,-177.737320,2704.822510,967.581665,1131.878296
31697,264.142,-17.266306,-40.282585,-9.280206,739.241028,1202.999023,155.512451,176.184509,-5.457062,-177.652313,2704.248047,967.292908,1129.473877
31698,264.15,-15.679367,-41.172230,-7.661206,742.355469,1204.037842,155.000992,176.096680,-5.515816,-177.645065,2704.266113,967.084412,1128.376221
31699,264.158,-17.704779,-41.589294,-8.503499,746.353210,1201.233887,157.062378,175.919922,-5.465580,-177.689621,2704.120361,967.195923,1127.423218
31700,264.167,-18.308201,-40.886456,-8.104033,749.748779,1204.118896,157.432251,175.939194,-5.547471,-177.628159,2703.916748,966.882202,1125.717041
31701,264.175,-19.189100,-41.239132,-7.970725,754.225586,1201.775879,160.520538,175.890320,-5.571770,-177.638962,2703.782227,966.557007,1124.660522
31702,264.183,-17.770813,-41.471172,-6.982162,757.401123,1200.223267,160.820999,175.823654,-5.589397,-177.675064,2703.620850,966.282410,1123.575073
31703,264.192,-17.238049,-41.626122,-6.442149,760.519592,1200.424683,160.448822,175.795822,-5.508544,-177.701279,2703.445557,966.216919,1122.242676
31704,264.2,-17.857615,-41.355869,-5.501955,764.108765,1200.350708,162.771713,175.741913,-5.431000,-177.690140,2703.257324,966.067017,1121.343628
31705,264.208,-17.737785,-41.539001,-5.075731,767.497009,1199.189209,163.867630,175.668961,-5.423945,-177.692200,2703.001709,965.972168,1120.713013
31706,264.217,-17.173449,-41.600014,-4.382186,769.038513,1199.385864,165.270874,175.525436,-5.451234,-177.759644,2702.714600,965.969604,1120.177856
31707,264.225,-17.057228,-41.682732,-4.317558,773.025635,1198.102295,165.742401,175.536072,-5.515379,-177.716751,2702.284424,965.831787,1119.497925
31708,264.233,-16.770687,-41.763523,-3.811554,775.294739,1199.454712,167.828201,175.345581,-5.520027,-177.829407,2702.121094,965.909058,1119.185425
31709,264.242,-16.627037,-41.936016,-4.316446,779.266785,1198.542236,167.278076,175.279846,-5.542601,-177.880371,2701.719727,965.887329,1118.748779
31710,264.25,-16.535606,-41.426861,-3.531813,783.087097,1197.542847,169.061371,175.119247,-5.590090,-177.937607,2701.056152,965.429016,1118.053711
31711,264.258,-17.679230,-40.902752,-2.437247,786.979187,1199.154175,171.204086,175.137222,-5.537315,-177.963654,2700.812256,965.566589,1117.971924
31712,264.267,-18.275852,-40.912823,-2.754869,790.026123,1200.811890,171.652435,175.115601,-5.510350,-177.960327,2700.258301,965.404907,1117.395020
31713,264.275,-17.193274,-41.163208,-3.462889,791.435730,1199.365845,172.210770,175.098969,-5.533516,-177.949707,2699.654541,965.207520,1116.737915
31714,264.283,-19.127003,-40.487522,-2.168843,794.747009,1205.212280,173.340469,175.003876,-5.547534,-178.015762,2699.234619,965.187744,1116.252686
31715,264.292,-17.584169,-41.511314,-3.682110,796.682007,1199.749878,173.533203,174.950195,-5.631342,-178.047241,2698.578369,964.749146,1115.522583
31716,264.3,-17.159595,-41.310684,-3.566871,800.224060,1199.342896,174.979446,174.956787,-5.660140,-178.086044,2698.129395,964.727295,1114.967041
31717,264.308,-17.178280,-40.915169,-2.723772,802.775696,1200.276245,175.965179,175.012390,-5.658877,-178.116776,2697.614258,964.811829,1114.498779
31718,264.317,-17.463219,-41.626007,-3.467904,805.612183,1199.287354,176.231552,175.079926,-5.609145,-178.154663,2697.104248,964.829224,1114.050537
31719,264.325,-17.285837,-41.637459,-3.905980,806.764038,1198.982300,176.619873,175.060684,-5.549315,-178.268738,2696.742188,964.962463,1113.823486
31720,264.333,-17.369583,-41.234219,-3.387755,809.594727,1200.231812,177.875595,174.989716,-5.614044,-178.370911,2696.249023,964.981567,1113.687012
31721,264.342,-16.857006,-41.182415,-3.634876,811.700195,1199.769531,178.788773,174.972824,-5.660059,-178.391586,2695.714355,964.890076,1113.678101
31722,264.35,-17.143299,-41.614304,-4.640573,812.619202,1200.386963,178.766922,174.953598,-5.744158,-178.452942,2695.171631,964.859070,1113.709839
31723,264.358,-16.853067,-41.778770,-4.921530,814.634644,1200.282593,179.548920,174.899124,-5.788527,-178.541550,2694.573730,964.800171,1114.052856
31724,264.367,-16.688253,-41.757072,-5.109468,818.218750,1199.740112,179.464569,174.971405,-5.884323,-178.535934,2693.825928,964.778442,1114.092163
31725,264.375,-16.646172,-41.717274,-5.445742,820.199341,1199.938232,179.966751,174.929977,-5.833654,-178.596390,2693.277100,964.917297,1114.618408
31726,264.383,-16.608332,-41.732559,-5.788072,822.386719,1200.183228,180.999725,174.910843,-5.837619,-178.629837,2692.797852,964.972473,1115.072144
31727,264.392,-14.317176,-41.768837,-4.699765,822.205078,1202.914185,180.377869,174.931259,-5.909436,-178.634979,2692.375732,964.949524,1115.651733
31728,264.4,-16.652487,-41.908276,-6.290174,824.878601,1201.167725,183.032043,174.868851,-6.090436,-178.739777,2691.782959,965.107788,1116.103760
31729,264.408,-16.966137,-41.243469,-6.626378,828.175598,1202.089722,182.711029,174.855087,-6.248794,-178.788147,2691.210693,965.187134,1116.735962
31730,264.417,-15.939973,-41.236362,-5.933727,832.282166,1197.401855,186.498749,174.912766,-6.409163,-178.770767,2690.500244,965.309814,1117.222046
31731,264.425,-16.390829,-40.864887,-6.483338,833.156433,1201.467041,185.889755,174.970367,-6.474400,-178.771454,2689.987061,965.371765,1117.979858
31732,264.433,-16.369617,-40.297901,-5.171754,837.396118,1198.312622,190.334091,174.985275,-6.491748,-178.783691,2689.293213,965.409912,1118.598267
31733,264.442,-16.374403,-39.848427,-5.220809,839.739441,1199.562866,191.633057,175.036530,-6.566947,-178.813965,2688.798584,965.466187,1119.077026
31734,264.45,-17.770647,-39.378403,-5.287872,841.680115,1202.821045,190.963394,175.021606,-6.699852,-178.897583,2688.457031,965.547668,1119.860596
31735,264.458,-15.294566,-39.509735,-4.062503,844.482727,1195.606689,194.275986,175.117508,-6.858711,-178.931900,2688.008789,965.426147,1120.604980
31736,264.467,-16.183960,-40.607811,-3.384476,845.395630,1198.306519,193.368469,175.209915,-7.027364,-179.007187,2687.556152,965.588562,1121.170044
31737,264.475,-15.837363,-40.181034,-3.702812,846.342712,1196.388428,194.202377,175.296448,-7.154591,-179.026825,2687.063477,965.575867,1121.411621
31738,264.483,-17.128517,-40.108631,-2.794549,846.390991,1198.903809,195.310577,175.336273,-7.087020,-179.069824,2686.872070,965.908813,1122.788208
31739,264.492,-16.674204,-40.461773,-2.753248,847.401733,1198.169556,195.689087,175.495987,-7.373400,-179.046265,2686.239014,965.663330,1123.267456
31740,264.5,-17.038979,-40.843132,-2.672947,847.407288,1199.246216,195.076187,175.427994,-7.318241,-179.156525,2685.883789,965.928406,1124.414185
31741,264.508,-16.832613,-40.897015,-2.903161,848.476074,1198.376831,195.651154,175.824097,-7.602206,-178.949570,2684.590088,965.991943,1124.003418
31742,264.517,-16.322800,-40.723309,-2.739768,850.025146,1196.905396,196.464874,175.840759,-7.565958,-178.970123,2684.269775,966.106445,1125.465942
31743,264.525,-16.682180,-40.905537,-3.139084,851.799927,1197.181641,196.353439,175.663086,-7.610662,-179.192245,2684.178467,966.098755,1126.772339
31744,264.533,-16.443380,-40.751766,-3.401856,853.207703,1195.537109,197.339691,175.704346,-7.571835,-179.283157,2684.529785,966.784485,1129.639771
31745,264.542,-16.318497,-40.950813,-3.521569,853.752502,1196.046875,198.531494,175.693253,-7.564749,-179.323807,2684.316162,966.944519,1130.957886
31746,264.55,-16.478197,-40.502659,-3.829876,854.700867,1195.769287,199.303116,175.812988,-7.699985,-179.324081,2683.961182,966.991760,1131.985352
31747,264.558,-16.754389,-40.546688,-4.101300,855.808350,1196.732178,200.305923,175.892960,-7.704024,-179.315720,2683.718018,967.083862,1133.331299
31748,264.567,-16.814081,-40.421608,-4.506052,857.836426,1195.734131,200.921051,175.903198,-7.711753,-179.341843,2683.499512,967.275879,1134.660400
31749,264.575,-17.092083,-41.009880,-4.603642,859.269470,1197.032227,202.360672,176.268204,-7.902658,-179.184280,2682.577881,967.268738,1134.975952
31750,264.583,-16.973637,-39.954617,-4.952390,860.788452,1194.904175,203.713547,176.212280,-7.780890,-179.395767,2683.095459,967.890076,1136.969971
31751,264.592,-17.269835,-39.770142,-5.287068,861.960693,1195.252441,204.628967,176.410492,-7.863756,-179.153183,2682.115723,967.474548,1137.511597
31752,264.6,-17.460644,-39.656143,-5.588734,863.234924,1195.316895,205.331879,176.285980,-7.586971,-179.448074,2682.978027,968.222778,1140.007690
31753,264.608,-17.729769,-39.484074,-5.757577,863.796692,1195.603516,205.799835,176.366653,-7.587868,-179.530548,2682.773682,968.425659,1141.296387
31754,264.617,-17.947172,-39.625511,-5.759529,864.222229,1195.884155,206.098953,176.576263,-7.660252,-179.431473,2682.509521,968.412537,1142.372192
31755,264.625,-17.754116,-39.613251,-5.563287,865.483704,1195.427368,206.683914,176.722046,-7.713317,-179.420456,2682.376953,968.469910,1143.803223
31756,264.633,-18.444212,-39.683056,-5.732444,865.894165,1196.063721,206.876770,176.782990,-7.799324,-179.458527,2682.311035,968.656982,1145.350098
31757,264.642,-18.797800,-39.661346,-5.545907,866.070435,1196.788330,207.381241,176.836777,-7.871966,-179.396744,2682.184814,968.335327,1147.246460
31758,264.65,-18.669331,-38.783886,-5.494207,867.195496,1196.715576,209.140717,176.965942,-7.671014,-179.501480,2682.474121,969.108948,1148.683472
31759,264.658,-18.286999,-39.294598,-4.735325,868.063599,1194.768555,209.625916,177.087997,-7.712238,-179.557144,2682.609131,968.989380,1150.399902
31760,264.667,-18.337715,-39.495941,-4.226097,868.657349,1194.883789,210.192535,177.208237,-7.711944,-179.521057,2682.577148,969.092834,1151.814697
31761,264.675,-18.988119,-39.591843,-4.010737,869.549500,1195.451416,209.986237,177.349243,-7.833577,-179.489746,2682.593994,969.245178,1153.384155
31762,264.683,-18.432804,-39.114265,-3.307900,870.785156,1193.976929,211.824493,177.329132,-8.046550,-179.415024,2682.377441,968.945129,1155.163696
31763,264.692,-19.591370,-39.457165,-3.155711,870.847473,1195.691406,211.195923,177.471313,-8.098104,-179.340408,2682.496094,969.290161,1156.746704
31764,264.7,-20.426218,-39.339508,-2.873942,871.662842,1196.565552,211.576828,177.519226,-8.068259,-179.407043,2683.227051,969.727051,1159.131226
31765,264.708,-20.779909,-39.270649,-2.395814,872.578796,1196.551514,212.043457,177.682053,-8.026403,-179.355179,2683.302979,970.019531,1160.468506
31766,264.717,-20.096407,-38.856140,-1.519992,873.968750,1194.930908,213.676865,177.849640,-8.056573,-179.285980,2683.350098,970.067932,1161.697021
31767,264.725,-19.748869,-38.948322,-0.738181,875.419434,1193.811279,214.843430,177.850754,-8.103759,-179.233109,2683.365479,969.809326,1163.439941
31768,264.733,-20.622890,-38.844582,-0.224386,875.747070,1194.502563,214.958359,178.034363,-8.127615,-179.255783,2683.619141,970.228455,1164.969727
31769,264.742,-20.755352,-38.758690,0.449367,875.845215,1194.669312,215.908707,178.097214,-8.289569,-179.362457,2684.200684,971.092102,1166.625854
31770,264.75,-21.417139,-39.421333,0.858675,875.617859,1195.408447,215.167252,178.281677,-8.480470,-179.314468,2684.259277,971.314880,1168.140015
31771,264.758,-19.271593,-41.335613,-5.970226,872.145691,1191.305908,211.317932,178.611404,-8.679302,-179.167450,2684.156982,971.369202,1168.821655
31772,264.767,-18.615526,-41.110954,-4.280285,872.738892,1189.239136,213.536896,178.730774,-8.632297,-179.142426,2684.265625,971.463623,1169.947754
31773,264.775,-18.333054,-41.565987,-6.263361,872.102539,1189.048218,211.784103,178.834351,-8.687255,-179.034836,2684.603516,970.953430,1171.341675
31774,264.783,-18.411575,-41.541481,-7.442261,872.968567,1189.467651,211.882126,179.021698,-8.645823,-179.011032,2684.962891,970.965881,1172.283081
31775,264.792,-18.437813,-41.201275,-8.089421,873.189087,1190.223145,213.241653,179.210266,-8.862178,-178.864227,2685.015381,971.260376,1173.130981
31776,264.8,-19.068964,-41.207302,-8.910178,873.835571,1191.842896,213.465118,179.103088,-8.865215,-179.011536,2686.111816,972.014893,1175.737915
31777,264.808,-17.595356,-40.290504,-9.048402,874.100708,1193.167236,211.738983,179.245743,-9.190725,-178.978790,2686.363037,972.153076,1177.357178
31778,264.817,-16.645363,-42.188343,-8.317312,876.088806,1193.503662,212.193497,179.529541,-9.439268,-178.821747,2686.350830,972.048950,1178.447510
31779,264.825,-15.922995,-43.192234,-7.850608,877.511536,1194.138916,213.643021,179.567490,-9.608046,-178.778503,2686.667480,972.321472,1179.830444
31780,264.833,-15.364622,-43.425148,-7.735837,878.116882,1194.680786,214.228470,179.528702,-9.688644,-178.714813,2686.936279,972.186340,1181.589111
31781,264.842,-15.387219,-43.359737,-8.010361,879.494995,1194.918701,214.288300,179.787689,-9.646499,-178.551834,2687.260986,972.232910,1182.643555
31782,264.85,-14.904117,-43.942562,-7.956678,879.978027,1195.456055,214.798386,179.723602,-9.787647,-178.681641,2688.004883,972.732117,1184.669189
31783,264.858,-15.168269,-43.553158,-8.022231,879.264526,1194.579712,215.674515,179.817917,-10.150526,-178.666382,2688.315430,972.910217,1185.717163
31784,264.867,-15.832687,-42.742199,-8.532008,879.465454,1194.092773,216.510178,-179.987869,-10.540280,-178.579025,2688.514404,973.036743,1186.460205
31785,264.875,-15.609421,-42.749977,-8.274355,880.313538,1193.562500,217.040710,-179.923233,-10.860907,-178.542847,2689.028809,973.120911,1187.299194
31786,264.883,-15.646985,-42.707600,-8.220789,880.346924,1193.034424,217.601471,-179.728378,-10.967894,-178.566132,2689.374756,973.417908,1187.808105
31787,264.892,-16.144520,-42.376240,-8.465958,880.341858,1192.121704,217.796173,-179.548691,-10.911076,-178.449341,2689.346191,973.390442,1188.154053
31788,264.9,-16.385761,-42.308590,-8.506273,880.316284,1191.383911,218.271194,-179.366943,-10.949659,-178.333588,2689.356445,973.286804,1188.540039
31789,264.908,-17.548195,-41.304733,-8.841639,880.093933,1189.184937,218.782303,-179.259171,-11.114859,-178.212646,2689.436279,973.277954,1189.133911
31790,264.917,-18.719570,-40.728657,-9.608378,880.073608,1188.155884,220.895096,-179.270264,-11.547617,-178.020325,2689.063232,973.061218,1189.916504
31791,264.925,-16.436491,-42.187817,-7.915110,880.099915,1190.187378,220.033630,-179.761719,-11.515862,-178.164154,2690.156982,972.745850,1191.942261
31792,264.933,-19.017637,-42.038895,-9.014837,879.610168,1188.382202,223.657501,-179.745178,-11.731352,-178.218811,2690.624756,972.738037,1192.598999
31793,264.942,-19.300058,-41.234230,-9.615861,880.192871,1186.242065,223.754456,-179.484619,-11.637023,-178.166656,2690.609131,973.088501,1192.881348
31794,264.95,-18.955561,-41.507977,-8.802997,879.159912,1187.765869,223.766495,-179.597595,-11.630428,-178.255768,2691.406738,972.784790,1193.972412
31795,264.958,-19.361641,-41.033604,-9.217058,880.221375,1186.482910,226.034546,-179.554840,-11.593865,-178.249130,2691.622070,972.841064,1194.417725
31796,264.967,-19.349955,-41.080051,-9.231045,880.584229,1186.417480,226.343964,-179.574829,-11.674979,-178.287125,2691.715576,972.901367,1195.053955
31797,264.975,-19.422186,-40.985699,-9.287583,880.901367,1186.207275,226.973755,-179.580795,-11.894424,-178.225372,2691.773438,973.006348,1195.564209
31798,264.983,-18.890358,-40.998146,-9.396379,881.426514,1185.458496,227.291779,-179.577744,-12.206304,-178.084183,2691.640381,973.049683,1195.694214
31799,264.992,-19.973333,-41.430546,-9.783879,881.386047,1186.457031,228.103119,-179.607803,-12.453543,-178.138214,2692.023926,973.044128,1196.100708
31800,265.0,-19.332747,-41.349209,-9.449029,880.434265,1186.692261,229.485764,-179.589447,-12.587273,-178.153793,2692.169434,972.983337,1196.178467
31801,265.008,-18.751837,-41.102306,-9.265733,880.567566,1185.694336,230.935028,-179.598618,-12.571774,-178.173492,2692.250000,972.965942,1196.135742
31802,265.017,-17.615818,-40.578217,-8.968221,880.819641,1185.456665,230.425064,-179.615173,-12.453336,-178.166016,2692.182373,973.009155,1195.864380
31803,265.025,-17.986279,-40.774422,-9.027873,880.923950,1184.911011,232.051941,-179.621826,-12.491155,-178.160812,2692.082275,972.931763,1195.556519
31804,265.033,-17.976694,-40.815353,-9.085079,881.087097,1184.522095,232.737106,-179.634094,-12.636080,-178.145676,2691.902100,972.853333,1195.419800
31805,265.042,-17.353832,-40.398094,-9.074296,881.361023,1185.151855,232.343414,-179.625320,-12.801301,-178.119019,2691.595703,972.941467,1195.177979
31806,265.05,-17.448679,-40.231518,-9.114781,881.413940,1184.854492,233.082932,-179.611496,-12.952087,-178.068451,2691.331055,973.010925,1194.912964
31807,265.058,-18.265102,-40.658859,-9.703614,882.854797,1183.348022,233.961502,-179.612061,-13.087597,-177.999329,2691.080811,972.868713,1194.449585
31808,265.067,-18.373978,-40.634190,-9.774632,882.931335,1183.247314,234.509552,-179.375641,-13.458021,-177.755035,2689.706055,972.792297,1192.747803
31809,265.075,-17.990509,-40.567490,-9.429635,881.920959,1183.752319,235.115234,-179.301956,-13.474876,-177.826309,2689.560059,973.024353,1192.359497
31810,265.083,-17.962107,-40.584812,-9.344234,882.056030,1183.100464,235.821716,-179.378494,-13.462837,-177.879639,2689.528320,972.963257,1192.069824
31811,265.092,-18.437378,-41.168358,-9.242258,881.453674,1182.496094,237.772736,-179.424500,-13.702486,-177.906769,2689.162598,973.038086,1191.559326
31812,265.1,-17.877069,-40.794933,-9.065657,881.491760,1182.594238,237.285126,-179.491287,-14.123355,-177.839157,2688.507080,972.869873,1191.094238
31813,265.108,-17.906157,-40.844666,-9.002966,881.469666,1182.345337,237.865463,-179.524597,-14.462407,-177.750000,2687.888672,972.994263,1190.578003
31814,265.117,-17.679024,-41.186012,-8.630934,881.304688,1182.082764,238.055832,-179.545227,-14.679258,-177.700562,2687.512939,972.955261,1189.868164
31815,265.125,-17.780514,-40.986328,-8.436690,880.517456,1182.433105,239.521317,-179.557343,-14.621801,-177.688293,2687.352051,972.919434,1188.962280
31816,265.133,-17.570480,-41.080757,-8.138063,880.335449,1181.751465,240.737488,-179.664749,-14.456307,-177.809189,2687.332031,972.756836,1188.239258
31817,265.142,-17.090525,-40.940533,-8.073668,880.034180,1181.877319,240.404129,-179.720505,-14.526321,-177.869705,2686.824219,972.597351,1187.408447
31818,265.15,-17.944550,-41.112240,-8.737162,881.532043,1180.795654,241.572754,-179.661652,-14.658911,-178.134598,2687.337158,973.133179,1186.465698
31819,265.158,-18.042929,-41.157757,-8.868686,881.605896,1180.513428,242.113937,-179.943542,-14.966453,-178.096359,2686.581543,972.836914,1185.986206
31820,265.167,-18.652988,-41.175743,-8.894531,881.641968,1179.934692,243.635849,-179.998718,-15.254094,-178.165817,2686.275391,972.988159,1185.061768
31821,265.175,-18.252136,-41.109798,-8.562381,880.156799,1180.986328,244.517044,179.712326,-15.334997,-178.533249,2686.264160,972.782776,1184.534790
31822,265.183,-18.367235,-40.918201,-8.645683,879.830200,1180.803833,244.970657,179.622421,-15.360000,-178.611160,2685.867432,972.789856,1183.578857
31823,265.192,-18.183552,-41.247169,-8.529595,880.019775,1180.812378,245.689194,179.526321,-15.360253,-178.698700,2685.249268,972.609558,1182.642578
31824,265.2,-16.952044,-40.863747,-8.310950,878.643311,1181.648315,245.210709,179.341537,-15.428197,-178.518936,2684.107422,971.187256,1182.632202
